gT,gM,Fishing_Pressure,Final_Coral,Final_Turf,Final_Macroalgae,Id,Fishing_ID
11.5,6.5,0.5,0.7247394606009033,0.003495454958250939,4.562749563490038e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,6.5,0.5,0.724910513139954,0.00334508365260074,4.365171841864904e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,6.5,0.5,0.725067446980896,0.003207117664166978,4.183996788677987e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,6.5,0.5,0.7252119410422359,0.0030800825497808767,4.0172630283123517e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,6.5,0.5,0.7253454181717276,0.002962728642573717,3.863309938009204e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,6.5,0.5,0.7254690921774154,0.002853989787747965,3.720722125626828e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,6.5,0.5,0.7255840048596597,0.002752950847368172,3.5882857703350415e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,6.5,0.5,0.7256910554395899,0.0026588218743141866,3.4649539706384827e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,7,0.5,0.04023019443280142,0.27025078356234594,0.5879975542455935,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,7,0.5,0.062045923276331044,0.11635078091710567,0.6784504663567943,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,7,0.5,0.6551553569496991,0.0647321395562087,0.00879570078139436,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,7,0.5,0.6891977414307379,0.034950793192735426,0.004453975799601355,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,7,0.5,0.7015671607521917,0.02405053907708867,0.002997367267384524,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,7,0.5,0.7080182458516737,0.018350583532950056,0.0022610338744497053,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,7,0.5,0.7119863820391259,0.01483955134295231,0.0018157558857408139,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,7,0.5,0.7146756244995195,0.012458011052722436,0.0015172278901152173,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,7,0.5,0.7166190586610652,0.010735913564248228,0.0013030976665208862,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,7,0.5,0.7180894011145526,0.009432459522547442,0.0011419802890193433,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,7,0.5,0.7192407651237775,0.008411440061026969,0.0010163453999894028,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,7,0.5,0.7201668472002939,0.007589984060634828,9.156283813386789e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,7,0.5,0.7209279038757025,0.006914766893152141,8.330817456489028e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,7,0.5,0.7215644535255747,0.006349915311557507,7.64193379187563e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,7,0.5,0.7221047492167557,0.005870406063344529,7.058313684850387e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,7,0.5,0.7225690945269083,0.005458251114343879,6.557536168651765e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,7,0.5,0.7229724563919278,0.005100187010944097,6.12312717087507e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,7,0.5,0.7233261107437327,0.0047862189842657315,5.742710036100031e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9,7,0.5,0.7236387144548652,0.004508672268764547,5.406805979958782e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9.5,7,0.5,0.7239170241483235,0.004261555756310802,5.108032713444005e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10,7,0.5,0.7241663905532377,0.004040124239052745,4.8405551038603866e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10.5,7,0.5,0.7243911061418152,0.003840570501840523,4.5996999881184965e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11,7,0.5,0.7245946544613362,0.0036598044394605253,4.3816806192876004e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11.5,7,0.5,0.7247798921371221,0.0034952917908926944,4.183395986134138e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,7,0.5,0.7249491838468172,0.003344934524096312,4.0022822963960825e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,7,0.5,0.7251045038593482,0.003206980837988596,3.836201460145449e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,7,0.5,0.7252475134192071,0.0030799565643743307,3.6833562468511897e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,7,0.5,0.7253796204246994,0.00296261225901883,3.542224957451786e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,7,0.5,0.7255020259533795,0.0028538819489327748,3.411510567552082e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,7,0.5,0.7256157608970476,0.002752850645827036,3.2901007347996476e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,7,0.5,0.7257217150754849,0.002658728526658489,3.1770360557049606e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,7.5,0.5,0.040790267542469665,0.2798104705517735,0.5772221103783943,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,7.5,0.5,0.0641899446128501,0.12257266395578902,0.6674265611340536,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,7.5,0.5,0.6560015048010399,0.06463365724958756,0.008082619431875163,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,7.5,0.5,0.6895876519223737,0.034930373487950715,0.004104012053806584,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,7.5,0.5,0.7018225725764546,0.02404205058446821,0.0027639720874073122,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,7.5,0.5,0.7082085008382877,0.018345975983538088,0.0020857309528369075,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,7.5,0.5,0.7121380640008421,0.014836667759701194,0.0016753307731393777,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,7.5,0.5,0.7148017730660902,0.012456039179230752,0.0014000841376357331,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,7.5,0.5,0.7167270468751222,0.010734481080865487,0.0012026044205578968,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,7.5,0.5,0.7181838071788327,0.009431372184076938,0.0010539889381849905,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,7.5,0.5,0.7193246279062183,0.008410586751297883,9.380871894019837e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,7.5,0.5,0.7202422873709283,0.00758929667460398,8.451631935867008e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,7.5,0.5,0.7209964602444638,0.0069142013842604134,7.689972702747147e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,7.5,0.5,0.7216272782058397,0.006349441940335726,7.054294971306061e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,7.5,0.5,0.7221627272505255,0.005870004029582776,6.515719937684304e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,7.5,0.5,0.7226229205511149,0.005457905435599103,6.053571103512268e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,7.5,0.5,0.7230226856252099,0.005099886622821765,5.652654598192328e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,7.5,0.5,0.7233731939710442,0.004785955539033288,5.301554552310506e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9,7.5,0.5,0.7236830226826486,0.004508439350245968,4.991527344050762e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9.5,7.5,0.5,0.7239588663870689,0.0042613483520448445,4.715762793531121e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10,7.5,0.5,0.724206026905535,0.004039938376498955,4.46887766196687e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10.5,7.5,0.5,0.7244287576088757,0.0038404029921035973,4.2465604696337534e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11,7.5,0.5,0.724630510408385,0.0036596526932137544,4.0453173863625586e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11.5,7.5,0.5,0.7248141160579203,0.0034951536838423647,3.8622871548873636e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,7.5,0.5,0.7249819178721567,0.0033448082971043827,3.6951041130671143e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,7.5,0.5,0.7251358723242755,0.0032068650218689135,3.5417953354666815e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,7.5,0.5,0.7252776257153799,0.003079849922534301,3.4007023735252553e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,7.5,0.5,0.7254085733031912,0.0029625137431953477,3.270420993622591e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,7.5,0.5,0.7255299054002897,0.002853790664663563,3.149754262004459e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,7.5,0.5,0.7256426436736283,0.0027527658252482173,3.0376756503494676e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,7.5,0.5,0.7257476699923139,0.002658649506877159,2.933299750610539e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,8,0.5,0.04129800116953856,0.2886874407398506,0.567260513081318,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,8,0.5,0.06628846237565174,0.12881571348909876,0.6565762504989524,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,8,0.5,0.6567201823331134,0.06455018556958458,0.00747688037854074,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,8,0.5,0.689920676463967,0.0349129469630619,0.00380510701865031,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,8,0.5,0.7020410533807715,0.024034792990752132,0.0025643266710545843,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,8,0.5,0.7083713621604428,0.018342033198469478,0.0019356704987332231,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,8,0.5,0.7122679599511912,0.014834198996473553,0.0015550760547061223,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,8,0.5,0.7149098321992151,0.012454350430541675,0.0012997394370055488,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,8,0.5,0.7168195674497901,0.010733254000007013,0.0011165059568831529,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,8,0.5,0.718264702492785,0.00943044060304413,9.78590844064439e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,8,0.5,0.7193964966800765,0.008409855581449518,8.71021857120043e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,8,0.5,0.7203069437549355,0.007588707618721739,7.847709998412431e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,8,0.5,0.7210552209943731,0.0069137167309416304,7.140697486006284e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,8,0.5,0.7216811294026246,0.00634903622313638,6.550593320467732e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,8,0.5,0.7222124265316149,0.005869659434391307,6.05060596775581e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,8,0.5,0.7226690626504712,0.005457609129345357,5.621551366542366e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,8,0.5,0.723065745972473,0.005099629127446647,5.249331110300635e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,8,0.5,0.7234135586139975,0.004785729703021846,4.92335161106512e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9,8,0.5,0.723721009379049,0.004508239676434388,4.63549852313529e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9.5,8,0.5,0.7239947398197488,0.004261170545639186,4.379451437160932e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10,8,0.5,0.7242400098824777,0.004039779033533138,4.150214015035378e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10.5,8,0.5,0.7244610394562412,0.003840259379952951,3.943784472762749e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11,8,0.5,0.7246612533606069,0.003659522592930607,3.756919816208112e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11.5,8,0.5,0.7248434601924454,0.0034950352749158957,3.586964115349611e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,8,0.5,0.7250099849693245,0.003344700071902431,3.43172140067432e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,8,0.5,0.7251627689216068,0.0032067657212121485,3.289360214659448e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,8,0.5,0.7253034455499832,0.003079758486555696,3.1583409864906653e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,8,0.5,0.7254333992837398,0.002962429273415986,3.0373601065715466e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,8,0.5,0.7255538112132848,0.0028537123944081654,2.925306385820522e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,8,0.5,0.7256656951024331,0.002752693096336891,2.821226813694822e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,8,0.5,0.7257699260084768,0.002658581751093318,2.7242993775725247e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,8.5,0.5,0.041760979031001205,0.2969552816551836,0.5580180144760165,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,8.5,0.5,0.06835675640395053,0.13511439607126285,0.6458234021038861,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,8.5,0.5,0.6573382621631041,0.06447852585299678,0.0069558702016819084,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,8.5,0.5,0.6902084315118173,0.03489789971789425,0.003546834033321938,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,8.5,0.5,0.7022300785481393,0.02402851648047119,0.0023915991461666572,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,8.5,0.5,0.7085123517540459,0.01833862092236573,0.0018057638946089383,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,8.5,0.5,0.7123804508651863,0.01483206151423225,0.0014509354161290652,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,8.5,0.5,0.7150034337827746,0.012452887894727949,0.0012128208120807096,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,8.5,0.5,0.7168997224221729,0.010732191086722628,0.0010419152723060692,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,8.5,0.5,0.7183347943950796,0.009429633541030913,9.132624185902166e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,8.5,0.5,0.7194587733151581,0.008409222073573386,8.129078833719177e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,8.5,0.5,0.7203629747682494,0.00758819719841645,7.32435585471642e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,8.5,0.5,0.7211061459421444,0.006913296746406366,6.664670864905944e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,8.5,0.5,0.7217278018286113,0.00634868462144729,6.114040784106844e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,8.5,0.5,0.7222555023437758,0.0058693607873808,5.647479783163976e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,8.5,0.5,0.7227090567946448,0.0054573523216249,5.247095174440394e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,8.5,0.5,0.7231030701420577,0.005099405948870545,4.899736594254501e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,8.5,0.5,0.7234485471355028,0.00478553395829912,4.595522181652907e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9,8.5,0.5,0.7237539374614458,0.004508066603115514,4.3268823302991245e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9.5,8.5,0.5,0.7240258367210011,0.004261016422732607,4.0879206522506076e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10,8.5,0.5,0.7242694686028743,0.0040396409117085955,3.873975803036855e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10.5,8.5,0.5,0.7244890240031309,0.003840134891450662,3.681314168229593e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11,8.5,0.5,0.7246879042800197,0.0036594098150033428,3.5069099725122574e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11.5,8.5,0.5,0.7248688988412595,0.003494932630009892,3.348285107244787e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,8.5,0.5,0.7250343168571651,0.003344606253544173,3.203390572470856e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,8.5,0.5,0.7251860863554546,0.003206679638197911,3.0705174419218934e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,8.5,0.5,0.7253258297491152,0.003079679220380378,2.94822911505838e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,8.5,0.5,0.7254549220874199,0.0029623560454174833,2.835309145547256e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,8.5,0.5,0.7255745364718291,0.0028536445401358625,2.730720621894328e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,8.5,0.5,0.7256856798195903,0.0027526300453570383,2.633574221965625e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,8.5,0.5,0.7257892212866358,0.0026585230109320876,2.5431028545931086e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,9,0.5,0.042185342603451234,0.3046775647312821,0.5494142641224,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,9,0.5,0.07040957266233397,0.1415054886320519,0.6350936845554191,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,9,0.5,0.6578755395179505,0.0644163302498802,0.00650292726219578,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,9,0.5,0.6904595691305706,0.03488477515128476,0.0033214272474432057,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,9,0.5,0.7023952322691035,0.02402303459594341,0.0022406861324462146,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,9,0.5,0.7086356002297239,0.018335638787244656,0.0016922047422317501,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,9,0.5,0.7124788164774811,0.014830192801866813,0.0013598722272011106,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,9,0.5,0.7150852981679091,0.01245160895962307,0.0011368018779917349,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,9,0.5,0.7169698361257798,0.010731261453705855,9.766691867061435e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,9,0.5,0.7183961120239652,0.009428927591347827,8.561122673960523e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,9,0.5,0.7195132583783478,0.008408667882137528,7.620649270434779e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,9,0.5,0.7204119987408708,0.007587750650303889,6.866452553293072e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,9,0.5,0.721150704711474,0.006912929294869113,6.248154496741657e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,9,0.5,0.7217686414506821,0.006348376983672709,5.732047064083883e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,9,0.5,0.722293196204975,0.0058690994717620825,5.29472196880061e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,9,0.5,0.7227440551052804,0.005457127607141796,4.919414920121477e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,9,0.5,0.7231357328750826,0.0050992106547647345,4.593804071700529e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,9,0.5,0.7234791666408965,0.0047853626656979235,4.3086296357868067e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9,9,0.5,0.7237827544116957,0.004507915146186229,4.056798178012384e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9.5,9,0.5,0.7240530516168905,0.004260881546472243,3.832783994482897e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10,9,0.5,0.7242952502450918,0.004039520036026553,3.6322186201221275e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10.5,9,0.5,0.7245135158419952,0.003840025944937303,3.451602914035953e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11,9,0.5,0.7247112292508011,0.0036593111155051395,3.2881010382880804e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11.5,9,0.5,0.724891163098872,0.0034948427973293906,3.1393903814975625e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,9,0.5,0.725055612697831,0.003344524144618774,3.003550469244046e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,9,0.5,0.725206494528907,0.0032066042982845785,2.8789795346072754e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,9,0.5,0.7253454213078153,0.0030796098458187784,2.764331033398902e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,9,0.5,0.7254737598797697,0.0029622919548902573,2.6584647541491395e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,9,0.5,0.7255926763585855,0.0028535851522472604,2.5604087525679144e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,9,0.5,0.7257031716728598,0.0027525748609670128,2.469329413778031e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,9,0.5,0.72580610981648,0.0026584715991095323,2.384507687083626e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,9.5,0.5,0.0425761224519904,0.31190938610842833,0.5413806884150417,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,9.5,0.5,0.07246175576458506,0.14802962985177537,0.6243112995328153,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,9.5,0.5,0.6583469236670588,0.06436183585735067,0.006105499911074258,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,9.5,0.5,0.690680666707329,0.03487322657055395,0.0031229830095290644,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,9.5,0.5,0.7025407703491211,0.02401820533845584,0.002107698324412851,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,9.5,0.5,0.7087442592776751,0.01833301025119883,0.0015920887772876101,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,9.5,0.5,0.7125655609489832,0.014828545149652338,0.0012795679787349248,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,9.5,0.5,0.7151575033309454,0.012450481085946041,0.0010697528482124315,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,9.5,0.5,0.717031684586846,0.010730441506386726,9.19114831293013e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,9.5,0.5,0.7184502062052852,0.009428304869000724,8.056948549371724e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,9.5,0.5,0.7195613282491405,0.008408178986462069,7.17208523588233e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,9.5,0.5,0.720455252923442,0.007587356689525877,6.462442939500851e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,9.5,0.5,0.7211900209935218,0.006912605098719067,5.880643973557312e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,9.5,0.5,0.7218046775093571,0.0063481055482221905,5.394984623310195e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,9.5,0.5,0.7223264575620796,0.005868868898794052,4.983446677462973e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,9.5,0.5,0.7227749387246629,0.005456929323059287,4.63026029968418e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,9.5,0.5,0.7231645561824059,0.005099038325982335,4.323833907943221e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,9.5,0.5,0.7235061874503559,0.004785211512385183,4.0554560764850437e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9,9.5,0.5,0.7238081849781917,0.004507781493604426,3.818453159527838e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
9.5,9.5,0.5,0.7240770687767741,0.004260762523215569,3.6076262715342857e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10,9.5,0.5,0.7243180028834219,0.004039413365978124,3.4188651870288193e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
10.5,9.5,0.5,0.7245351304899467,0.00383992980066923,3.2488775200064746e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11,9.5,0.5,0.724731814348418,0.0036592240129520322,3.0949949258010027e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
11.5,9.5,0.5,0.7249108122877447,0.003494763518790705,2.955031922910219e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12,9.5,0.5,0.7250744073971268,0.003344451681584861,2.827181386269216e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
12.5,9.5,0.5,0.7252245059741517,0.0032065378083787127,2.709936059033586e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13,9.5,0.5,0.72536271218152,0.003079548619950948,2.6020288260334605e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
13.5,9.5,0.5,0.7254903856281955,0.0029622353919053455,2.5023867167527726e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14,9.5,0.5,0.7256086862644627,0.002853532739146239,2.4100950913800775e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
14.5,9.5,0.5,0.7257186097364073,0.002752526157322677,2.324369473234838e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
15,9.5,0.5,0.7258210154844187,0.0026584262246746215,2.2445331882874617e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
0,10,0.5,0.042937481940026785,0.3186986686790112,0.5338584120379428,"Grazer
dominated","Fishing
Pressure
= 0.5"
0.5,10,0.5,0.07452893120976037,0.15473328551639393,0.6133954177874733,"Grazer
dominated","Fishing
Pressure
= 0.5"
1,10,0.5,0.6587638608933256,0.0643136928766809,0.005753950191842718,"Grazer
dominated","Fishing
Pressure
= 0.5"
1.5,10,0.5,0.6908768141222829,0.034862985973435394,0.002946932824078169,"Grazer
dominated","Fishing
Pressure
= 0.5"
2,10,0.5,0.7026699932248437,0.024013918656502573,0.001989619556234756,"Grazer
dominated","Fishing
Pressure
= 0.5"
2.5,10,0.5,0.7088407755416715,0.01833067592206236,0.001503161465034346,"Grazer
dominated","Fishing
Pressure
= 0.5"
3,10,0.5,0.7126426293860169,0.014827081512072253,0.0012082217933226944,"Grazer
dominated","Fishing
Pressure
= 0.5"
3.5,10,0.5,0.7152216639560083,0.012449478996375076,0.0010101742067304396,"Grazer
dominated","Fishing
Pressure
= 0.5"
4,10,0.5,0.7170866482316895,0.010729712910155873,8.679675181325595e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
4.5,10,0.5,0.718498282568041,0.009427751472878863,7.608864167185816e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5,10,0.5,0.7196040531051676,0.008407744487019492,6.773399706906983e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
5.5,10,0.5,0.7204936994346963,0.007587006542104042,6.103339935753272e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6,10,0.5,0.721224968687528,0.0069123169437773175,5.553970033146873e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
6.5,10,0.5,0.7218367105156576,0.006347864279179635,5.095365515273714e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7,10,0.5,0.7223560249168021,0.005868663944229645,4.7067423348906096e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
7.5,10,0.5,0.7228023930666366,0.0054567530649274115,4.373213689413211e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8,10,0.5,0.7231901795144161,0.0050988851362731525,4.0838365135805084e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
8.5,10,0.5,0.7235302088306536,0.004785077143543725,3.830386405343264e-4,"Grazer
dominated","Fishing
Pressure
= 0.5"
